v_gene	j_gene	v_trim	j_trim	N	ligation_mh
TRAV13-1*02	TRAJ42*01	4	14	2	0
TRAV13-1*02	TRAJ42*01	5	-2	2	0
TRAV13-1*02	TRAJ42*01	5	-1	1	0
TRAV13-1*02	TRAJ42*01	5	0	1	0
TRAV13-1*02	TRAJ42*01	5	1	1	0
TRAV13-1*02	TRAJ42*01	5	2	1	0
TRAV13-1*02	TRAJ42*01	5	3	1	0
TRAV13-1*02	TRAJ42*01	5	4	1	0
TRAV13-1*02	TRAJ42*01	5	5	1	0
TRAV13-1*02	TRAJ42*01	5	6	1	0
TRAV13-1*02	TRAJ42*01	5	7	1	0
TRAV13-1*02	TRAJ42*01	5	8	1	0
TRAV13-1*02	TRAJ42*01	5	9	1	0
TRAV13-1*02	TRAJ42*01	5	10	1	0
TRAV13-1*02	TRAJ42*01	5	11	1	0
TRAV13-1*02	TRAJ42*01	5	12	1	0
TRAV13-1*02	TRAJ42*01	5	13	1	0
TRAV13-1*02	TRAJ42*01	5	14	2	0
TRAV13-1*02	TRAJ42*01	6	-2	1	0
TRAV13-1*02	TRAJ42*01	6	-1	1	0
TRAV13-1*02	TRAJ42*01	6	0	1	0
TRAV13-1*02	TRAJ42*01	6	1	2	0
TRAV13-1*02	TRAJ42*01	6	2	1	0
TRAV13-1*02	TRAJ42*01	6	3	1	0
TRAV13-1*02	TRAJ42*01	6	4	1	0
TRAV13-1*02	TRAJ42*01	6	5	1	0
TRAV13-1*02	TRAJ42*01	6	6	1	0
TRAV13-1*02	TRAJ42*01	6	7	1	0
TRAV13-1*02	TRAJ42*01	6	8	2	0
TRAV13-1*02	TRAJ42*01	6	9	2	0
TRAV13-1*02	TRAJ42*01	6	10	2	0
TRAV13-1*02	TRAJ42*01	6	11	2	0
TRAV13-1*02	TRAJ42*01	6	12	2	0
TRAV13-1*02	TRAJ42*01	6	13	1	0
TRAV13-1*02	TRAJ42*01	6	14	2	0
TRAV13-1*02	TRAJ42*01	7	-2	2	0
TRAV13-1*02	TRAJ42*01	7	-1	2	0
TRAV13-1*02	TRAJ42*01	7	0	1	0
TRAV13-1*02	TRAJ42*01	7	1	1	0
TRAV13-1*02	TRAJ42*01	7	2	2	0
TRAV13-1*02	TRAJ42*01	7	3	2	0
TRAV13-1*02	TRAJ42*01	7	4	1	0
TRAV13-1*02	TRAJ42*01	7	5	1	0
TRAV13-1*02	TRAJ42*01	7	6	2	0
TRAV13-1*02	TRAJ42*01	7	7	1	0
TRAV13-1*02	TRAJ42*01	7	8	1	0
TRAV13-1*02	TRAJ42*01	7	9	1	0
TRAV13-1*02	TRAJ42*01	7	10	2	0
TRAV13-1*02	TRAJ42*01	7	11	1	0
TRAV13-1*02	TRAJ42*01	7	12	1	0
TRAV13-1*02	TRAJ42*01	7	13	2	0
TRAV13-1*02	TRAJ42*01	7	14	2	0
TRAV13-1*02	TRAJ42*01	8	-2	2	0
TRAV13-1*02	TRAJ42*01	8	-1	1	0
TRAV13-1*02	TRAJ42*01	8	0	1	0
TRAV13-1*02	TRAJ42*01	8	1	1	0
TRAV13-1*02	TRAJ42*01	8	2	1	0
TRAV13-1*02	TRAJ42*01	8	3	1	0
TRAV13-1*02	TRAJ42*01	8	4	1	0
TRAV13-1*02	TRAJ42*01	8	5	1	0
TRAV13-1*02	TRAJ42*01	8	6	1	0
TRAV13-1*02	TRAJ42*01	8	7	1	0
TRAV13-1*02	TRAJ42*01	8	8	1	0
TRAV13-1*02	TRAJ42*01	8	9	1	0
TRAV13-1*02	TRAJ42*01	8	10	1	0
TRAV13-1*02	TRAJ42*01	8	11	1	0
TRAV13-1*02	TRAJ42*01	8	12	1	0
TRAV13-1*02	TRAJ42*01	8	13	1	0
TRAV13-1*02	TRAJ42*01	8	14	1	0
TRAV13-1*02	TRAJ42*01	9	-2	1	0
TRAV13-1*02	TRAJ42*01	9	-1	1	0
TRAV13-1*02	TRAJ42*01	9	0	2	0
TRAV13-1*02	TRAJ42*01	9	1	2	0
TRAV13-1*02	TRAJ42*01	9	2	1	0
TRAV13-1*02	TRAJ42*01	9	3	1	0
TRAV13-1*02	TRAJ42*01	9	4	1	0
TRAV13-1*02	TRAJ42*01	9	5	1	0
TRAV13-1*02	TRAJ42*01	9	6	1	0
TRAV13-1*02	TRAJ42*01	9	7	2	0
TRAV13-1*02	TRAJ42*01	9	8	2	0
TRAV13-1*02	TRAJ42*01	9	9	2	0
TRAV13-1*02	TRAJ42*01	9	10	1	0
TRAV13-1*02	TRAJ42*01	9	11	2	0
TRAV13-1*02	TRAJ42*01	9	12	2	0
TRAV13-1*02	TRAJ42*01	9	13	1	0
TRAV13-1*02	TRAJ42*01	9	14	1	0
TRAV13-1*02	TRAJ42*01	10	-2	1	0
TRAV13-1*02	TRAJ42*01	10	-1	1	0
TRAV13-1*02	TRAJ42*01	10	0	2	0
TRAV13-1*02	TRAJ42*01	10	1	1	0
TRAV13-1*02	TRAJ42*01	10	2	1	0
TRAV13-1*02	TRAJ42*01	10	3	1	0
TRAV13-1*02	TRAJ42*01	10	4	2	0
TRAV13-1*02	TRAJ42*01	10	5	2	0
TRAV13-1*02	TRAJ42*01	10	6	1	0
TRAV13-1*02	TRAJ42*01	10	7	2	0
TRAV13-1*02	TRAJ42*01	10	8	1	0
TRAV13-1*02	TRAJ42*01	10	9	1	0
TRAV13-1*02	TRAJ42*01	10	10	1	0
TRAV13-1*02	TRAJ42*01	10	11	1	0
TRAV13-1*02	TRAJ42*01	10	12	1	0
TRAV13-1*02	TRAJ42*01	10	13	1	0
TRAV13-1*02	TRAJ42*01	10	14	1	0
TRAV13-1*02	TRAJ42*01	11	-2	1	0
TRAV13-1*02	TRAJ42*01	11	-1	1	0
TRAV13-1*02	TRAJ42*01	11	0	2	0
TRAV13-1*02	TRAJ42*01	11	1	2	0
TRAV13-1*02	TRAJ42*01	11	2	1	0
TRAV13-1*02	TRAJ42*01	11	3	1	0
TRAV13-1*02	TRAJ42*01	11	4	1	0
TRAV13-1*02	TRAJ42*01	11	5	1	0
TRAV13-1*02	TRAJ42*01	11	6	1	0
TRAV13-1*02	TRAJ42*01	11	7	2	0
TRAV13-1*02	TRAJ42*01	11	8	2	0
TRAV13-1*02	TRAJ42*01	11	9	2	0
TRAV13-1*02	TRAJ42*01	11	10	1	0
TRAV13-1*02	TRAJ42*01	11	11	2	0
TRAV13-1*02	TRAJ42*01	11	12	2	0
TRAV13-1*02	TRAJ42*01	11	13	1	0
TRAV13-1*02	TRAJ42*01	11	14	1	0
TRAV13-1*02	TRAJ42*01	12	-2	1	0
TRAV13-1*02	TRAJ42*01	12	-1	1	0
TRAV13-1*02	TRAJ42*01	12	0	2	0
TRAV13-1*02	TRAJ42*01	12	1	1	0
TRAV13-1*02	TRAJ42*01	12	2	1	0
TRAV13-1*02	TRAJ42*01	12	3	1	0
TRAV13-1*02	TRAJ42*01	12	4	2	0
TRAV13-1*02	TRAJ42*01	12	5	2	0
TRAV13-1*02	TRAJ42*01	12	6	1	0
TRAV13-1*02	TRAJ42*01	12	7	2	0
TRAV13-1*02	TRAJ42*01	12	8	1	0
TRAV13-1*02	TRAJ42*01	12	9	1	0
TRAV13-1*02	TRAJ42*01	12	10	1	0
TRAV13-1*02	TRAJ42*01	12	11	1	0
TRAV13-1*02	TRAJ42*01	12	12	1	0
TRAV13-1*02	TRAJ42*01	12	13	1	0
TRAV13-1*02	TRAJ42*01	12	14	1	0
TRAV13-1*02	TRAJ42*01	13	-2	2	0
TRAV13-1*02	TRAJ42*01	13	-1	1	0
TRAV13-1*02	TRAJ42*01	13	0	1	0
TRAV13-1*02	TRAJ42*01	13	1	1	0
TRAV13-1*02	TRAJ42*01	13	2	1	0
TRAV13-1*02	TRAJ42*01	13	3	1	0
TRAV13-1*02	TRAJ42*01	13	4	1	0
TRAV13-1*02	TRAJ42*01	13	5	1	0
TRAV13-1*02	TRAJ42*01	13	6	1	0
TRAV13-1*02	TRAJ42*01	13	7	1	0
TRAV13-1*02	TRAJ42*01	13	8	1	0
TRAV13-1*02	TRAJ42*01	13	9	1	0
TRAV13-1*02	TRAJ42*01	13	10	1	0
TRAV13-1*02	TRAJ42*01	13	11	1	0
TRAV13-1*02	TRAJ42*01	13	12	1	0
TRAV13-1*02	TRAJ42*01	13	13	1	0
TRAV13-1*02	TRAJ42*01	13	14	1	0
TRAV13-1*02	TRAJ42*01	14	-2	1	0
TRAV13-1*02	TRAJ42*01	14	-1	1	0
TRAV13-1*02	TRAJ42*01	14	0	2	0
TRAV13-1*02	TRAJ42*01	14	1	1	0
TRAV13-1*02	TRAJ42*01	14	2	1	0
TRAV13-1*02	TRAJ42*01	14	3	1	0
TRAV13-1*02	TRAJ42*01	14	4	3	0
TRAV13-1*02	TRAJ42*01	14	5	2	0
TRAV13-1*02	TRAJ42*01	14	6	1	0
TRAV13-1*02	TRAJ42*01	14	7	2	0
TRAV13-1*02	TRAJ42*01	14	8	1	0
TRAV13-1*02	TRAJ42*01	14	9	1	0
TRAV13-1*02	TRAJ42*01	14	10	1	0
TRAV13-1*02	TRAJ42*01	14	11	1	0
TRAV13-1*02	TRAJ42*01	14	12	1	0
TRAV13-1*02	TRAJ42*01	14	13	1	0
TRAV13-1*02	TRAJ42*01	14	14	1	0
TRAV13-1*02	TRAJ45*01	-2	-2	1	0
TRAV13-1*02	TRAJ45*01	-2	-1	2	0
TRAV13-1*02	TRAJ45*01	-2	0	1	0
TRAV13-1*02	TRAJ45*01	-2	1	1	0
TRAV13-1*02	TRAJ45*01	-2	2	2	0
TRAV13-1*02	TRAJ45*01	-2	3	2	0
TRAV13-1*02	TRAJ45*01	-2	4	1	0
TRAV13-1*02	TRAJ45*01	-2	5	1	0
TRAV13-1*02	TRAJ45*01	-2	6	1	0
TRAV13-1*02	TRAJ45*01	-2	7	2	0
TRAV13-1*02	TRAJ45*01	-2	8	1	0
TRAV13-1*02	TRAJ45*01	-2	9	1	0
TRAV13-1*02	TRAJ45*01	-2	10	2	0
TRAV13-1*02	TRAJ45*01	-2	11	1	0
TRAV13-1*02	TRAJ45*01	-2	12	1	0
TRAV13-1*02	TRAJ45*01	-2	13	2	0
TRAV13-1*02	TRAJ45*01	-2	14	1	0
TRAV13-1*02	TRAJ45*01	-1	-2	1	0
TRAV13-1*02	TRAJ45*01	-1	-1	2	0
TRAV13-1*02	TRAJ45*01	-1	0	2	0
TRAV13-1*02	TRAJ45*01	-1	1	2	0
TRAV13-1*02	TRAJ45*01	-1	2	3	0
TRAV13-1*02	TRAJ45*01	-1	3	2	0
TRAV13-1*02	TRAJ45*01	-1	4	2	0
TRAV13-1*02	TRAJ45*01	-1	5	2	0
TRAV13-1*02	TRAJ45*01	-1	6	1	0
TRAV13-1*02	TRAJ45*01	-1	7	1	0
TRAV13-1*02	TRAJ45*01	-1	8	1	0
TRAV13-1*02	TRAJ45*01	-1	9	1	0
TRAV13-1*02	TRAJ45*01	-1	10	1	0
TRAV13-1*02	TRAJ45*01	-1	11	1	0
TRAV13-1*02	TRAJ45*01	-1	12	1	0
TRAV13-1*02	TRAJ45*01	-1	13	1	0
TRAV13-1*02	TRAJ45*01	-1	14	1	0
TRAV13-1*02	TRAJ45*01	0	-2	1	0
TRAV13-1*02	TRAJ45*01	0	-1	2	0
TRAV13-1*02	TRAJ45*01	0	0	1	0
TRAV13-1*02	TRAJ45*01	0	1	2	0
TRAV13-1*02	TRAJ45*01	0	2	2	0
TRAV13-1*02	TRAJ45*01	0	3	2	0
TRAV13-1*02	TRAJ45*01	0	4	1	0
TRAV13-1*02	TRAJ45*01	0	5	1	0
TRAV13-1*02	TRAJ45*01	0	6	1	0
TRAV13-1*02	TRAJ45*01	0	7	2	0
TRAV13-1*02	TRAJ45*01	0	8	1	0
TRAV13-1*02	TRAJ45*01	0	9	1	0
TRAV13-1*02	TRAJ45*01	0	10	2	0
TRAV13-1*02	TRAJ45*01	0	11	1	0
TRAV13-1*02	TRAJ45*01	0	12	1	0
TRAV13-1*02	TRAJ45*01	0	13	2	0
TRAV13-1*02	TRAJ45*01	0	14	1	0
TRAV13-1*02	TRAJ45*01	1	-2	1	0
TRAV13-1*02	TRAJ45*01	1	-1	1	0
TRAV13-1*02	TRAJ45*01	1	0	2	0
TRAV13-1*02	TRAJ45*01	1	1	2	0
TRAV13-1*02	TRAJ45*01	1	2	2	0
TRAV13-1*02	TRAJ45*01	1	3	1	0
TRAV13-1*02	TRAJ45*01	1	4	2	0
TRAV13-1*02	TRAJ45*01	1	5	2	0
TRAV13-1*02	TRAJ45*01	1	6	1	0
TRAV13-1*02	TRAJ45*01	1	7	1	0
TRAV13-1*02	TRAJ45*01	1	8	1	0
TRAV13-1*02	TRAJ45*01	1	9	1	0
TRAV13-1*02	TRAJ45*01	1	10	1	0
TRAV13-1*02	TRAJ45*01	1	11	1	0
TRAV13-1*02	TRAJ45*01	1	12	1	0
TRAV13-1*02	TRAJ45*01	1	13	1	0
TRAV13-1*02	TRAJ45*01	1	14	1	0
TRAV13-1*02	TRAJ45*01	2	-2	1	0
TRAV13-1*02	TRAJ45*01	2	-1	1	0
TRAV13-1*02	TRAJ45*01	2	0	1	0
TRAV13-1*02	TRAJ45*01	2	1	2	0
TRAV13-1*02	TRAJ45*01	2	2	1	0
TRAV13-1*02	TRAJ45*01	2	3	1	0
TRAV13-1*02	TRAJ45*01	2	4	1	0
TRAV13-1*02	TRAJ45*01	2	5	1	0
TRAV13-1*02	TRAJ45*01	2	6	1	0
TRAV13-1*02	TRAJ45*01	2	7	2	0
TRAV13-1*02	TRAJ45*01	2	8	2	0
TRAV13-1*02	TRAJ45*01	2	9	2	0
TRAV13-1*02	TRAJ45*01	2	10	2	0
TRAV13-1*02	TRAJ45*01	2	11	2	0
TRAV13-1*02	TRAJ45*01	2	12	2	0
TRAV13-1*02	TRAJ45*01	2	13	2	0
TRAV13-1*02	TRAJ45*01	2	14	2	0
TRAV13-1*02	TRAJ45*01	3	-2	1	0
TRAV13-1*02	TRAJ45*01	3	-1	2	0
TRAV13-1*02	TRAJ45*01	3	0	1	0
TRAV13-1*02	TRAJ45*01	3	1	1	0
TRAV13-1*02	TRAJ45*01	3	2	1	0
TRAV13-1*02	TRAJ45*01	3	3	2	0
TRAV13-1*02	TRAJ45*01	3	4	1	0
TRAV13-1*02	TRAJ45*01	3	5	1	0
TRAV13-1*02	TRAJ45*01	3	6	1	0
TRAV13-1*02	TRAJ45*01	3	7	2	0
TRAV13-1*02	TRAJ45*01	3	8	1	0
TRAV13-1*02	TRAJ45*01	3	9	1	0
TRAV13-1*02	TRAJ45*01	3	10	2	0
TRAV13-1*02	TRAJ45*01	3	11	1	0
TRAV13-1*02	TRAJ45*01	3	12	1	0
TRAV13-1*02	TRAJ45*01	3	13	2	0
TRAV13-1*02	TRAJ45*01	3	14	1	0
TRAV13-1*02	TRAJ45*01	4	-2	2	0
TRAV13-1*02	TRAJ45*01	4	-1	2	0
TRAV13-1*02	TRAJ45*01	4	0	1	0
TRAV13-1*02	TRAJ45*01	4	1	1	0
TRAV13-1*02	TRAJ45*01	4	2	1	0
TRAV13-1*02	TRAJ45*01	4	3	2	0
TRAV13-1*02	TRAJ45*01	4	4	1	0
TRAV13-1*02	TRAJ45*01	4	5	1	0
TRAV13-1*02	TRAJ45*01	4	6	2	0
TRAV13-1*02	TRAJ45*01	4	7	2	0
TRAV13-1*02	TRAJ45*01	4	8	1	0
TRAV13-1*02	TRAJ45*01	4	9	1	0
TRAV13-1*02	TRAJ45*01	4	10	2	0
TRAV13-1*02	TRAJ45*01	4	11	1	0
TRAV13-1*02	TRAJ45*01	4	12	1	0
TRAV13-1*02	TRAJ45*01	4	13	2	0
TRAV13-1*02	TRAJ45*01	4	14	1	0
TRAV13-1*02	TRAJ45*01	5	-2	2	0
TRAV13-1*02	TRAJ45*01	5	-1	1	0
TRAV13-1*02	TRAJ45*01	5	0	1	0
TRAV13-1*02	TRAJ45*01	5	1	1	0
TRAV13-1*02	TRAJ45*01	5	2	1	0
TRAV13-1*02	TRAJ45*01	5	3	1	0
TRAV13-1*02	TRAJ45*01	5	4	1	0
TRAV13-1*02	TRAJ45*01	5	5	1	0
TRAV13-1*02	TRAJ45*01	5	6	2	0
TRAV13-1*02	TRAJ45*01	5	7	1	0
TRAV13-1*02	TRAJ45*01	5	8	1	0
TRAV13-1*02	TRAJ45*01	5	9	1	0
TRAV13-1*02	TRAJ45*01	5	10	1	0
TRAV13-1*02	TRAJ45*01	5	11	1	0
TRAV13-1*02	TRAJ45*01	5	12	1	0
TRAV13-1*02	TRAJ45*01	5	13	1	0
TRAV13-1*02	TRAJ45*01	5	14	1	0
TRAV13-1*02	TRAJ45*01	6	-2	1	0
TRAV13-1*02	TRAJ45*01	6	-1	1	0
TRAV13-1*02	TRAJ45*01	6	0	1	0
TRAV13-1*02	TRAJ45*01	6	1	2	0
TRAV13-1*02	TRAJ45*01	6	2	1	0
TRAV13-1*02	TRAJ45*01	6	3	1	0
TRAV13-1*02	TRAJ45*01	6	4	1	0
TRAV13-1*02	TRAJ45*01	6	5	1	0
TRAV13-1*02	TRAJ45*01	6	6	2	0
TRAV13-1*02	TRAJ45*01	6	7	2	0
TRAV13-1*02	TRAJ45*01	6	8	2	0
TRAV13-1*02	TRAJ45*01	6	9	2	0
TRAV13-1*02	TRAJ45*01	6	10	2	0
TRAV13-1*02	TRAJ45*01	6	11	2	0
TRAV13-1*02	TRAJ45*01	6	12	2	0
TRAV13-1*02	TRAJ45*01	6	13	2	0
TRAV13-1*02	TRAJ45*01	6	14	2	0
TRAV13-1*02	TRAJ45*01	7	-2	2	0
TRAV13-1*02	TRAJ45*01	7	-1	2	0
TRAV13-1*02	TRAJ45*01	7	0	1	0
TRAV13-1*02	TRAJ45*01	7	1	1	0
TRAV13-1*02	TRAJ45*01	7	2	1	0
TRAV13-1*02	TRAJ45*01	7	3	2	0
TRAV13-1*02	TRAJ45*01	7	4	1	0
TRAV13-1*02	TRAJ45*01	7	5	1	0
TRAV13-1*02	TRAJ45*01	7	6	2	0
TRAV13-1*02	TRAJ45*01	7	7	2	0
TRAV13-1*02	TRAJ45*01	7	8	1	0
TRAV13-1*02	TRAJ45*01	7	9	1	0
TRAV13-1*02	TRAJ45*01	7	10	2	0
TRAV13-1*02	TRAJ45*01	7	11	1	0
TRAV13-1*02	TRAJ45*01	7	12	1	0
TRAV13-1*02	TRAJ45*01	7	13	2	0
TRAV13-1*02	TRAJ45*01	7	14	1	0
TRAV13-1*02	TRAJ45*01	8	-2	2	0
TRAV13-1*02	TRAJ45*01	8	-1	1	0
TRAV13-1*02	TRAJ45*01	8	0	1	0
TRAV13-1*02	TRAJ45*01	8	1	1	0
TRAV13-1*02	TRAJ45*01	8	2	1	0
TRAV13-1*02	TRAJ45*01	8	3	1	0
TRAV13-1*02	TRAJ45*01	8	4	1	0
TRAV13-1*02	TRAJ45*01	8	5	1	0
TRAV13-1*02	TRAJ45*01	8	6	2	0
TRAV13-1*02	TRAJ45*01	8	7	1	0
TRAV13-1*02	TRAJ45*01	8	8	1	0
TRAV13-1*02	TRAJ45*01	8	9	1	0
TRAV13-1*02	TRAJ45*01	8	10	1	0
TRAV13-1*02	TRAJ45*01	8	11	1	0
TRAV13-1*02	TRAJ45*01	8	12	1	0
TRAV13-1*02	TRAJ45*01	8	13	1	0
TRAV13-1*02	TRAJ45*01	8	14	1	0
TRAV13-1*02	TRAJ45*01	9	-2	1	0
TRAV13-1*02	TRAJ45*01	9	-1	1	0
TRAV13-1*02	TRAJ45*01	9	0	2	0
TRAV13-1*02	TRAJ45*01	9	1	2	0
TRAV13-1*02	TRAJ45*01	9	2	1	0
TRAV13-1*02	TRAJ45*01	9	3	1	0
TRAV13-1*02	TRAJ45*01	9	4	1	0
TRAV13-1*02	TRAJ45*01	9	5	1	0
TRAV13-1*02	TRAJ45*01	9	6	1	0
TRAV13-1*02	TRAJ45*01	9	7	1	0
TRAV13-1*02	TRAJ45*01	9	8	2	0
TRAV13-1*02	TRAJ45*01	9	9	2	0
TRAV13-1*02	TRAJ45*01	9	10	1	0
TRAV13-1*02	TRAJ45*01	9	11	2	0
TRAV13-1*02	TRAJ45*01	9	12	2	0
TRAV13-1*02	TRAJ45*01	9	13	1	0
TRAV13-1*02	TRAJ45*01	9	14	2	0
TRAV13-1*02	TRAJ45*01	10	-2	1	0
TRAV13-1*02	TRAJ45*01	10	-1	1	0
TRAV13-1*02	TRAJ45*01	10	0	3	0
TRAV13-1*02	TRAJ45*01	10	1	2	0
TRAV13-1*02	TRAJ45*01	10	2	2	0
TRAV13-1*02	TRAJ45*01	10	3	1	0
TRAV13-1*02	TRAJ45*01	10	4	2	0
TRAV13-1*02	TRAJ45*01	10	5	2	0
TRAV13-1*02	TRAJ45*01	10	6	1	0
TRAV13-1*02	TRAJ45*01	10	7	1	0
TRAV13-1*02	TRAJ45*01	10	8	1	0
TRAV13-1*02	TRAJ45*01	10	9	1	0
TRAV13-1*02	TRAJ45*01	10	10	1	0
TRAV13-1*02	TRAJ45*01	10	11	1	0
TRAV13-1*02	TRAJ45*01	10	12	1	0
TRAV13-1*02	TRAJ45*01	10	13	1	0
TRAV13-1*02	TRAJ45*01	10	14	1	0
TRAV13-1*02	TRAJ45*01	11	-2	1	0
TRAV13-1*02	TRAJ45*01	11	-1	1	0
TRAV13-1*02	TRAJ45*01	11	0	2	0
TRAV13-1*02	TRAJ45*01	11	1	2	0
TRAV13-1*02	TRAJ45*01	11	2	1	0
TRAV13-1*02	TRAJ45*01	11	3	1	0
TRAV13-1*02	TRAJ45*01	11	4	1	0
TRAV13-1*02	TRAJ45*01	11	5	1	0
TRAV13-1*02	TRAJ45*01	11	6	1	0
TRAV13-1*02	TRAJ45*01	11	7	1	0
TRAV13-1*02	TRAJ45*01	11	8	2	0
TRAV13-1*02	TRAJ45*01	11	9	2	0
TRAV13-1*02	TRAJ45*01	11	10	1	0
TRAV13-1*02	TRAJ45*01	11	11	2	0
TRAV13-1*02	TRAJ45*01	11	12	2	0
TRAV13-1*02	TRAJ45*01	11	13	1	0
TRAV13-1*02	TRAJ45*01	11	14	2	0
TRAV13-1*02	TRAJ45*01	12	-2	1	0
TRAV13-1*02	TRAJ45*01	12	-1	1	0
TRAV13-1*02	TRAJ45*01	12	0	2	0
TRAV13-1*02	TRAJ45*01	12	1	1	0
TRAV13-1*02	TRAJ45*01	12	2	2	0
TRAV13-1*02	TRAJ45*01	12	3	1	0
TRAV13-1*02	TRAJ45*01	12	4	2	0
TRAV13-1*02	TRAJ45*01	12	5	2	0
TRAV13-1*02	TRAJ45*01	12	6	1	0
TRAV13-1*02	TRAJ45*01	12	7	1	0
TRAV13-1*02	TRAJ45*01	12	8	1	0
TRAV13-1*02	TRAJ45*01	12	9	1	0
TRAV13-1*02	TRAJ45*01	12	10	1	0
TRAV13-1*02	TRAJ45*01	12	11	1	0
TRAV13-1*02	TRAJ45*01	12	12	1	0
TRAV13-1*02	TRAJ45*01	12	13	1	0
TRAV13-1*02	TRAJ45*01	12	14	1	0
TRAV13-1*02	TRAJ45*01	13	-2	2	0
TRAV13-1*02	TRAJ45*01	13	-1	1	0
TRAV13-1*02	TRAJ45*01	13	0	1	0
TRAV13-1*02	TRAJ45*01	13	1	1	0
TRAV13-1*02	TRAJ45*01	13	2	1	0
TRAV13-1*02	TRAJ45*01	13	3	1	0
TRAV13-1*02	TRAJ45*01	13	4	2	0
TRAV13-1*02	TRAJ45*01	13	5	2	0
TRAV13-1*02	TRAJ45*01	13	6	2	0
TRAV13-1*02	TRAJ45*01	13	7	1	0
TRAV13-1*02	TRAJ45*01	13	8	1	0
TRAV13-1*02	TRAJ45*01	13	9	1	0
TRAV13-1*02	TRAJ45*01	13	10	1	0
TRAV13-1*02	TRAJ45*01	13	11	1	0
TRAV13-1*02	TRAJ45*01	13	12	1	0
TRAV13-1*02	TRAJ45*01	13	13	1	0
TRAV13-1*02	TRAJ45*01	13	14	1	0
TRAV13-1*02	TRAJ45*01	14	-2	1	0
TRAV13-1*02	TRAJ45*01	14	-1	1	0
TRAV13-1*02	TRAJ45*01	14	0	2	0
TRAV13-1*02	TRAJ45*01	14	1	1	0
TRAV13-1*02	TRAJ45*01	14	2	2	0
TRAV13-1*02	TRAJ45*01	14	3	1	0
TRAV13-1*02	TRAJ45*01	14	4	3	0
TRAV13-1*02	TRAJ45*01	14	5	2	0
TRAV13-1*02	TRAJ45*01	14	6	1	0
TRAV13-1*02	TRAJ45*01	14	7	1	0
TRAV13-1*02	TRAJ45*01	14	8	1	0
TRAV13-1*02	TRAJ45*01	14	9	1	0
TRAV13-1*02	TRAJ45*01	14	10	1	0
TRAV13-1*02	TRAJ45*01	14	11	1	0
TRAV13-1*02	TRAJ45*01	14	12	1	0
TRAV13-1*02	TRAJ45*01	14	13	1	0
TRAV13-1*02	TRAJ45*01	14	14	1	0
TRAV13-1*02	TRAJ48*01	-2	-2	3	0
TRAV13-1*02	TRAJ48*01	-2	-1	3	0
TRAV13-1*02	TRAJ48*01	-2	0	2	0
TRAV13-1*02	TRAJ48*01	-2	1	2	0
TRAV13-1*02	TRAJ48*01	-2	2	1	0
TRAV13-1*02	TRAJ48*01	-2	3	1	0
TRAV13-1*02	TRAJ48*01	-2	4	2	0
TRAV13-1*02	TRAJ48*01	-2	5	2	0
TRAV13-1*02	TRAJ48*01	-2	6	2	0
TRAV13-1*02	TRAJ48*01	-2	7	1	0
TRAV13-1*02	TRAJ48*01	-2	8	1	0
TRAV13-1*02	TRAJ48*01	-2	9	1	0
TRAV13-1*02	TRAJ48*01	-2	10	1	0
TRAV13-1*02	TRAJ48*01	-2	11	1	0
TRAV13-1*02	TRAJ48*01	-2	12	1	0
TRAV13-1*02	TRAJ48*01	-2	13	2	0
TRAV13-1*02	TRAJ48*01	-2	14	2	0
TRAV13-1*02	TRAJ48*01	-1	-2	3	0
TRAV13-1*02	TRAJ48*01	-1	-1	2	0
TRAV13-1*02	TRAJ48*01	-1	0	3	0
TRAV13-1*02	TRAJ48*01	-1	1	2	0
TRAV13-1*02	TRAJ48*01	-1	2	2	0
TRAV13-1*02	TRAJ48*01	-1	3	1	0
TRAV13-1*02	TRAJ48*01	-1	4	2	0
TRAV13-1*02	TRAJ48*01	-1	5	1	0
TRAV13-1*02	TRAJ48*01	-1	6	1	0
TRAV13-1*02	TRAJ48*01	-1	7	1	0
TRAV13-1*02	TRAJ48*01	-1	8	2	0
TRAV13-1*02	TRAJ48*01	-1	9	2	0
TRAV13-1*02	TRAJ48*01	-1	10	2	0
TRAV13-1*02	TRAJ48*01	-1	11	1	0
TRAV13-1*02	TRAJ48*01	-1	12	1	0
TRAV13-1*02	TRAJ48*01	-1	13	1	0
TRAV13-1*02	TRAJ48*01	-1	14	1	0
TRAV13-1*02	TRAJ48*01	0	-2	2	0
TRAV13-1*02	TRAJ48*01	0	-1	2	0
TRAV13-1*02	TRAJ48*01	0	0	2	0
TRAV13-1*02	TRAJ48*01	0	1	2	0
TRAV13-1*02	TRAJ48*01	0	2	1	0
TRAV13-1*02	TRAJ48*01	0	3	1	0
TRAV13-1*02	TRAJ48*01	0	4	2	0
TRAV13-1*02	TRAJ48*01	0	5	2	0
TRAV13-1*02	TRAJ48*01	0	6	2	0
TRAV13-1*02	TRAJ48*01	0	7	1	0
TRAV13-1*02	TRAJ48*01	0	8	1	0
TRAV13-1*02	TRAJ48*01	0	9	1	0
TRAV13-1*02	TRAJ48*01	0	10	1	0
TRAV13-1*02	TRAJ48*01	0	11	1	0
TRAV13-1*02	TRAJ48*01	0	12	1	0
TRAV13-1*02	TRAJ48*01	0	13	2	0
TRAV13-1*02	TRAJ48*01	0	14	2	0
TRAV13-1*02	TRAJ48*01	1	-2	2	0
